id,tag_name,LOC,dayDifference, dayDifferenceHours
13715396,4.2.2,46304,39 days,2:47:54
13004692,4.2.1,46303,203 days,19:59:17
9880533,4.2,46172,621 days,0:36:23
3471198,4.1,40451,415 days,21:41:22
1229393,4.0,39549,403 days,16:39:42
581017,4.0-beta5,36715,2756 days,5:10:34
