id,tag_name,LOC,dayDifference, dayDifferenceHours
3266835,1.3,96,124 days,8:02:47
3731452,1.4,90,66 days,10:27:02
4645058,1.5,89,110 days,18:57:57
5720232,1.6,39,120 days,0:39:35
6249809,1.7,39,50 days,2:48:25
7061976,1.8,80,75 days,23:58:26
9058320,1.9,352,165 days,2:18:37
