id,tag_name,covpercent,dayDifference, dayDifferenceHours
4404155,0.8,0.809478672985782,38 days, 22:13:21
8814971,0.9,0.83478672985782,416 days, 9:31:02
4410508,1.4,0.84838672985782,123 days, 17:49:45
7399931,1.5,0.84933272985782,301 days, 22:18:32
