id,tag_name,covpercent,dayDifference, dayDifferenceHours
5687586,0.6,0.5416613984068782,27 days,3:54:56
6238752,0.7,0.5416613984068782,52 days,21:10:12
6744868,0.8,0.5416613984068782,46 days,17:02:56
8120600,0.9,0.5416613984068782,121 days,3:26:25
12313426,1.0,0.5416613984068782,297 days,11:42:31
13259147,1.1,0.5474327628361858,57 days,22:22:19
14421730,1.2,0.5474327628361858,63 days,16:48:29
