id,tag_name,covpercent,dayDifference, dayDifferenceHours
1229839,2.7,0.1073613048610366,219 days,2:06:27
2173701,2.8,0.10661434447543851,208 days,22:53:30
4097891,2.9,0.11179313046885203,292 days,1:28:57
14113449,3,0.11179313046885203,801 days,8:41:24
