id,tag_name,covpercent,dayDifference, dayDifferenceHours
3266835,1.3,0.0,124 days,8:02:47
3731452,1.4,0.0,66 days,10:27:02
4645058,1.5,0.0,110 days,18:57:57
5720232,1.6,0.0,120 days,0:39:35
6249809,1.7,0.0,50 days,2:48:25
7061976,1.8,0.0,75 days,23:58:26
9058320,1.9,0.0,165 days,2:18:37
