id,tag_name,covpercent,dayDifference, dayDifferenceHours
1508970,1.1,0.370255335999373,51 days, 1:52:27
2168780,1.5,0.370255335999373,140 days, 21:17:49
4649379,1.6,0.373310494564193,354 days, 4:15:53
8556207,1.7,0.400878796561605,371 days, 20:52:45
