id,tag_name,covpercent,dayDifference, dayDifferenceHours
38265,0.3,0.15237467018469658,14 days,11:10:54
86780,0.4,0.20616946505271377,63 days,20:52:24
290763,0.5,0.26800047921408887,171 days,5:15:51
4822837,0.6,0.3064778058462649,965 days,22:49:34
