id,tag_name,covpercent,dayDifference, dayDifferenceHours
3164983,1.2,0.8961415723817813,38 days,11:12:54
3339525,1.3,0.9025787965616046,25 days,21:54:26
4715467,1.4,0.9231553359993727,173 days,22:27:21
6722955,1.5,0.8967845826190847,205 days,23:56:30
8059801,2.0,0.8695393480098957,116 days,23:37:15
