id,tag_name,LOC,dayDifference, dayDifferenceHours,changeLOC
38265,0.3,1878,14 days,11:10:54,-37
86780,0.4,1915,63 days,20:52:24,-402
290763,0.5,2317,171 days,5:15:51,-195
4822837,0.6,2512,965 days,22:49:34,0
