id,tag_name,LOC,dayDifference, dayDifferenceHours,changeLOC
3164983,1.2,8685,38 days,11:12:54,-812
3339525,1.3,9497,25 days,21:54:26,-2081
4715467,1.4,11578,173 days,22:27:21,-1136
6722955,1.5,12714,205 days,23:56:30,-10
8059801,2.0,12724,116 days,23:37:15,0
