id,tag_name,LOC,dayDifference, dayDifferenceHours,changeLOC
5687586,0.6,11175,27 days,3:54:56,-240
6238752,0.7,11415,52 days,21:10:12,-136
6744868,0.8,11551,46 days,17:02:56,-1056
8120600,0.9,12607,121 days,3:26:25,-2621
12313426,1.0,15228,297 days,11:42:31,-703
13259147,1.1,15931,57 days,22:22:19,-90
14421730,1.2,16021,63 days,16:48:29,0
